Cites,Authors,Title,Year,Source,,,,,
20,J Kumar,Affective modelling of users in HCI using EEG,2016,Procedia Computer Science,,,,,
28,"R Heimgärtner, LW Tiede, H Windl",Empathy as key factor for successful intercultural HCI design,2011,International Conference of Design …,,,,,
22,"AK Clear, K O'neill, A Friday, M Hazas",Bearing an Open “Pandora's Box” HCI for Reconciling Everyday Food and Sustainability,2016,ACM Transactions on Computer …,,,,,
23,"J Vines, R Clarke, A Light, P Wright","The beginnings, middles and endings of participatory research in HCI",2015,International Journal of Human …,,,,,
18,"D Busse, E Blevis, R Beckwith, S Bardzell, ...",Social sustainability: an HCI agenda,2012,Chi'12 extended …,,,,,
40,"Y Shi, T Tsui",An FPGA-based smart camera for gesture recognition in HCI applications,2007,Asian conference on Computer vision,,,,,
31,"AM Efremov, VI Svetsov, ...",Compilation of cross section data of elementary processes of HCI applicable for plasma modeling,1999,Contributions to Plasma …,,,,,
11,"M Sturdee, M Lewis, N Marquardt",Feeling SketCHI? The lasting appeal of the drawn image in HCI,2018,Interactions,,,,,
9,"MA Razzak, MN Islam",Exploring and evaluating the usability factors for military application: A road map for hci in military applications,2020,Human Factors and Mechanical Engineering for …,,,,,
24,"E Blevis, Y Lim, E Stolterman, TV Wolf, ...",Supporting design studio culture in HCI,2007,CHI'07 Extended Abstracts …,,,,,
43,"RW White, SM Drucker, G Marchionini, ...",Exploratory search and HCI: designing and evaluating interfaces to support exploratory search interaction,2007,CHI'07 extended …,,,,,
35,CA Loto,The Effect of Cashew Juice Extract on Corrosion Inhibition of Mild Steel in HCI,2000,… Corrosion Inhibition of Mild Steel in HCI,,,,,
41,"JS Kim, H Jeong, W Son",A new means of HCI: EMG-mouse,2004,"… , Man and Cybernetics (IEEE Cat. No …",,,,,
35,"A Hupfeld, T Rodden",Laying the table for HCI: uncovering ecologies of domestic food consumption,2012,Proceedings of the SIGCHI Conference on …,,,,,
40,"A Bruckman, A Bandlow, A Forte",HCI for Kids,2007,The human-computer interaction …,,,,,
34,"JP Hourcade, NE Bullock-Rest",HCI for peace: a call for constructive action,2011,… of the SIGCHI Conference on Human …,,,,,
26,"C Disalvo, J Redström, M Watson",Commentaries on the special issue on practice-oriented approaches to sustainable HCI,2013,ACM Transactions on Computer …,,,,,
40,"DS Rudmann, GW McConkie, XS Zheng",Eyetracking in cognitive state detection for HCI,2003,Proceedings of the 5th …,,,,,
12,"A Vasilchenko, A Wilde, S Snow, M Balaam, ...",Video coursework: opportunity and challenge for HCI education,2018,Proceedings of the 2018 …,,,,,
31,"A Girouard, ET Solovey, LM Hirshfield, EM Peck, ...",From brain signals to adaptive interfaces: using fNIRS in HCI,2010,Brain-Computer …,,,,,
19,K Yatani,Effect sizes and power analysis in hci,2016,Modern Statistical Methods for HCI,,,,,
40,J Grudin,Is HCI homeless? In search of inter-disciplinary status,2006,interactions,,,,,
25,"P Marshall, E Hornecker",Theories of Embodiment in HCI,2013,The SAGE handbook of digital …,,,,,
15,"M Bakaev, S Heil, V Khvorostov, M Gaedke",HCI vision for automated analysis and mining of web user interfaces,2018,International Conference on …,,,,,
37,"X Faulkner, F Culwin",Enter the usability engineer: integrating HCI and software engineering,2000,ACM SIGCSE Bulletin,,,,,
38,"X Fern, C Komireddy, V Grigoreanu, ...",Mining problem-solving strategies from HCI data,2010,ACM Transactions on …,,,,,
57,"M Shen, Q Sun, H Wang",Studies on the intrvenous pharmacokinctics and oral absorbtion of berberine HCI in beagle dogs,1987,Chinese Pharmacological Bulletin,,,,,
0,"Y Huang, SS Sundar, Z Ye, AC Johnson",Do women and extroverts perceive interactivity differently than men and introverts? Role of individual differences in responses to HCI vs. CMC interactivity,2021,Computers in Human Behavior,,,,,
21,"J Bardzell, S Bardzell, C DiSalvo, W Gaver, ...",The humanities and/in HCI,2012,CHI'12 Extended …,,,,,
29,V Hinze-Hoare,The review and analysis of human computer interaction (HCI) principles,2007,arXiv preprint arXiv:0707.3638,,,,,
38,"J Goodman, J Lundell",HCI and the older population,2005,,,,,,
29,"I Wallis, T Ingalls, E Campana, C Vuong","Amateur musicians, long-term engagement, and HCI",2013,Music and human-computer …,,,,,
36,"OK Abiola, JOE Otaigbe",Adsorption behaviour of 1-phenyl-3-methylpyrazol-5-one on mild steel from HCI solution,2008,Int. J. Electrochem. Sci,,,,,
25,"J Vines, A Thieme, R Comber, M Blythe, ...",HCI in the press: Online public reactions to mass media portrayals of HCI research,2013,Proceedings of the …,,,,,
7,"A Spaa, A Durrant, C Elsden, J Vines",Understanding the Boundaries between Policymaking and HCI,2019,… of the 2019 CHI Conference on …,,,,,
1,"K Spiel, K Gerling",The Purpose of Play: How HCI Games Research Fails Neurodivergent Populations,2021,ACM Transactions on Computer-Human Interaction …,,,,,
14,"J Terán-Baamonde, RM Soto-Ferreiro, A Carlosena, ...",Determination of cadmium in sediments by diluted HCI extraction and isotope dilution ICP-MS,2018,Talanta,,,,,
27,"A Morrison, D McMillan, M Chalmers",Improving consent in large scale mobile HCI through personalised representations of data,2014,… of the 8th Nordic conference on …,,,,,
33,"SS Chan, RJ Wolfe, X Fang",Issues and strategies for integrating HCI in masters level MIS and e-commerce programs,2003,International Journal of Human-Computer …,,,,,
22,"K Honauer, L Maier-Hein, ...",The hci stereo metrics: Geometry-aware performance analysis of stereo algorithms,2015,Proceedings of the …,,,,,
11,"S Gupta, K Doyle, TL Mosbruger, A Butterfield, ...",Reversible LSD1 inhibition with HCI-2509 induces the p53 gene expression signature and disrupts the MYCN signature in high-risk neuroblastoma cells,2018,Oncotarget,,,,,
28,"CE Wright, F Lee",Issues related to HCI application of Fitts's law,2013,Human–Computer Interaction,,,,,
1,"K Holländer, M Colley, E Rukzio, A Butz",A Taxonomy of Vulnerable Road Users for HCI Based On A Systematic Literature Review,2021,… of the 2021 CHI Conference on …,,,,,
8,"D Pathak, AS Varde, C Alo, ...",Ubiquitous access for local water management through HCI based app development,2019,2019 IEEE 10th Annual …,,,,,
41,A Walenstein,Finding Boundary Objects in SE and HCI: An Approach Through Engineering-oriented Design Theories.,2003,ICSE Workshop on SE-HCI,,,,,
42,"L Candy, K Hori","The digital muse: HCI in support of creativity: "" creativity and cognition"" comes of age: towards a new discipline",2003,Interactions,,,,,
12,"P Jordan, O Mubin, M Obaid, PA Silva",Exploring the referral and usage of science fiction in HCI literature,2018,International Conference of Design …,,,,,
29,"A Xiong, Y Chen, X Zhao, J Han, ...",A novel HCI based on EMG and IMU,2011,2011 IEEE International …,,,,,
19,T Dillahunt,Toward a deeper understanding of sustainability within HCI,2014,Workshop on Sustainability. What have we …,,,,,
20,"AR Mathew, A Al Hajj, A Al Abri",Human-computer interaction (hci): An overview,2011,2011 IEEE International …,,,,,
32,"P Biswas, P Robinson",A brief survey on user modelling in HCI,2010,Proc. of the International Conference on …,,,,,
24,R Heimgärtner,Intercultural User Interface Design–Culture-Centered HCI Design–Cross-Cultural User Interface Design: Different Terminology or Different Approaches?,2013,"International Conference of Design, User Experience …",,,,,
29,"JJ Stephan, Sana'a Khudayer",Gesture Recognition for Human-Computer Interaction (HCI).,2010,Int. J. Adv. Comp. Techn.,,,,,
21,"M Lew, N Sebe, TS Huang, EM Bakker","Human-Computer Interaction: International Workshop, HCI 2007 Rio de Janeiro, Brazil, October 20, 2007 Proceedings",2007,,,,,,
26,D Rozado,Mouse and keyboard cursor warping to accelerate and reduce the effort of routine HCI input tasks,2013,IEEE Transactions on Human-Machine Systems,,,,,
35,A Oulasvirta,Field experiments in HCI: promises and challenges,2009,Future interaction design II,,,,,
15,"K Andersen, L Devendorf, J Pierce, R Wakkary, ...",Disruptive Improvisations: Making Use of Non-Deterministic Art Practices in HCI,2018,Extended Abstracts of …,,,,,
27,"I Bark, A Følstad, J Gulliksen",Use and usefulness of HCI methods: results from an exploratory study among Nordic HCI practitioners,2006,People and Computers XIX—The Bigger …,,,,,
29,"KT Fellows, MJ Pilat",HCI Sorption by Dry NaHCO3 for Incinerator Emissions Control,1990,Journal of the Air & Waste Management …,,,,,
202,PJ Carnes,"Betrayal Bond, Revised: Breaking Free of Exploitive Relationships",2018,,,,,,
38,"M Norman, P Thomas",The very idea: informing HCI design from conversation analysis,1990,Computers and conversation,,,,,
41,J Lowgren,From HCI to interaction design,2001,Human computer interaction: Issues and challenges,,,,,
2,"G Yerlikaya, A Ahmad, M Farsak, HA Kilig, ...",Illuminating of mild steel/HCI interface in the presence of 5-DAT inhibitor,2021,Journal of Molecular …,,,,,
4,"R Patibanda, NA Semertzidis, M Scary, ...",Motor memory in HCI,2020,Extended Abstracts of …,,,,,
10,"N Kumar, N Dell",Towards informed practice in HCI for development,2018,Proceedings of the ACM on Human-Computer …,,,,,
7,"S Scuri, G Tasheva, L Barros, NJ Nunes",An hci perspective on distributed ledger technologies for peer-to-peer energy trading,2019,IFIP Conference on Human …,,,,,
43,"SM Dray, DA Siegel, P Kotzé",Indra's Net: HCI in the developing world,2003,interactions,,,,,
23,P Dragicevic,HCI Statistics without p-values,2015,,,,,,
42,"P Zaphiris, CS Ang",HCI issues in computer games,2007,,,,,,
32,"MA Norman, PJ Thomas",Informing HCI design through conversation analysis,1991,International journal of man-machine studies,,,,,
13,"MA DeVito, JT Hancock, M French, J Birnholtz, ...",The algorithm and the user: How can hci use lay understandings of algorithmic systems?,2018,Extended Abstracts of …,,,,,
36,"A Shindo, I Souma, Y Nakanishi",Hci or hbr vapor carbonization of vegetable material in the manufacture of activated carbon,1971,"US Patent 3,557,020",,,,,
20,S Voeffray,Emotion-sensitive human-computer interaction (HCI): State of the art-Seminar paper,2011,Emotion Recognition,,,,,
19,"M Micallef, C Porter, A Borg",Do exploratory testers need formal training? an investigation using hci techniques,2016,2016 IEEE Ninth International …,,,,,
22,"A Sivaji, ST Soo","Understanding, enhancing and automating HCI work practices: Malaysian case studies",2013,Procedia-Social and Behavioral Sciences,,,,,
25,"J Abascal, L Azevedo",Fundamentals of inclusive HCI design,2007,International Conference on Universal Access in …,,,,,
30,"S Yardi, P Krolikowski, T Marshall, ...",An HCI approach to computing in the real world,2008,Journal on Educational …,,,,,
41,"K Taylor, J Chan, E Zhao",Structure and method for increasing accuracy in predicting hot carrier injection (HCI) degradation in semiconductor devices,2004,"US Patent 6,798,230",,,,,
34,"KA Hummel, A Hess, T Grill",Environmental context sensing for usability evaluation in mobile hci by means of small wireless sensor networks,2008,… of the 6th International Conference on …,,,,,
30,"A Herbon, C Peter, L Markert, E Van Der Meer, ...",Emotion studies in HCI-a new approach,2005,… of the 2005 HCI …,,,,,
26,"AC de Carvalho Correia, LC de Miranda, ...",Gesture-based interaction in domotic environments: State of the art and HCI framework inspired by the diversity,2013,IFIP Conference on …,,,,,
7,"M Lewis, M Sturdee, N Marquardt",Sketching in HCI: Hands-on Course of Sketching Techniques,2019,Extended Abstracts of the 2019 CHI …,,,,,
45,"MH Blackmon, DR Mandalia, PG Polson, ...",Automating usability evaluation: Cognitive walkthrough for the web puts LSA to work on real-world HCI design problems,2007,Handbook of latent …,,,,,
16,"R Alnanih, O Ormandjieva",Mapping HCI principles to design quality of mobile user interfaces in healthcare applications,2016,Procedia Computer Science,,,,,
12,"C Fiesler, J Hancock, A Bruckman, M Muller, ...",Research Ethics for HCI: A roundtable discussion,2018,Extended Abstracts of …,,,,,
40,S Bødker,Historical analysis and conflicting perspectives—contextualizing HCI,1993,International Conference on Human-Computer …,,,,,
25,"R Mishra, DE Ioannou, S Mitra, ...",Effect of floating-body and stress bias on NBTI and HCI on 65-nm SOI pMOSFETs,2008,IEEE electron device …,,,,,
29,"S Fischer-Hübner, H Hedbom, E Wästlund",Trust and assurance HCI,2011,Privacy and Identity …,,,,,
26,"JA Sychikova, VV Kidalov, GA Sukach",Preparation of nanoporous n-InP (100) layers by electrochemical etching in HCI solution,2010,Functional Materials,,,,,
36,"FC Richardson, BC Tennant, DJ Meyer, ...",An evaluation of the toxicities of 2'-fluorouridine and 2'-fluorocytidine-HCI in F344 rats and woodchucks (Marmota monax),1999,Toxicologic …,,,,,
22,"C Munteanu, M Jones, S Oviatt, S Brewster, ...",We need to talk: HCI and the delicate topic of spoken language interaction,2013,CHI'13 Extended …,,,,,
32,"MG Petersen, PG Krogh, M Ludvigsen, ...",Floor interaction HCI reaching new ground,2005,CHI'05 extended …,,,,,
24,S Prior,HCI methods for including adults with disabilities in the design of CHAMPION,2010,CHI'10 Extended Abstracts on Human Factors in …,,,,,
24,"P Lyle, JH Choi, M Foth",HCI for city farms: Design challenges and opportunities,2013,IFIP Conference on Human-Computer …,,,,,
12,"K Aal, A Weibert, R Talhouk, V Vlachokyriakos, ...",Refugees & technology: determining the role of HCI research,2018,Proceedings of the …,,,,,
30,"P Chaparala, D Brisbin",Impact of NBTI and HCI on PMOSFET threshold voltage drift,2005,microelectronics reliability,,,,,
23,"V Mitchell, KL Mackley, S Pink, ...",Situating Digital Interventions: Mixed Methods for HCI Research in the Home†,2015,Interacting with …,,,,,
6,"JF Maestre, KC Kresnye, JC Dunbar, ...",Conducting HCI Research with People Living with HIV Remotely: Lessons Learned and Best Practices,2020,Extended Abstracts of …,,,,,
20,A Marcus,HCI and user-experience design,2015,Human-Computer Interaction Series,,,,,
52,"DH Rank, WB Birtley, DP Eastman, ...",Pressure‐Induced Shifts of HCI Lines Due to Foreign Gases,1960,The Journal of Chemical …,,,,,
22,"S Lindley, R Corish, E Kosmack Vaara, ...",Changing perspectives of time in HCI,2013,CHI'13 Extended …,,,,,
34,"C Bartneck, M Rauterberg",HCI reality—an 'Unreal Tournament'?,2007,International Journal of Human-Computer …,,,,,
2,"C Alvarez, G Zurita, N Baloian",Applying the concept of implicit HCI to a groupware environment for teaching ethics,2021,Personal and Ubiquitous Computing,,,,,
60,"HP Müller, DE Lange, RF Müller",Failure of adjunctive minocycline‐HCI to eliminate oral Actinobacillus actinomycetemcomitans,1993,Journal of clinical …,,,,,
22,"S Egelman, EH Chi, S Dow",Crowdsourcing in hci research,2014,Ways of Knowing in HCI,,,,,
14,"J Waycott, C Munteanu, H Davis, A Thieme, ...",Ethical encounters in HCI: implications for research in sensitive settings,2017,Proceedings of the …,,,,,
53,"Shan-rong-Shi, RJ Cote, L Young, ...",Use of pH 9.5 Tris-HCI buffer containing 5% urea for antigen retrieval immunohistochemistry,1996,Biotechnic & …,,,,,
19,"N Mora, I De Munari, P Ciampolini",Improving BCI usability as HCI in ambient assisted living system control,2015,International Conference on …,,,,,
17,"L Salgado, R Pereira, I Gasparini",Cultural issues in HCI: challenges and opportunities,2015,International Conference on Human …,,,,,
32,S Keates,Pragmatic research issues confronting HCI practitioners when designing for universal access,2006,Universal Access in the Information Society,,,,,
1,"E Mencarini, A Rapp, M Zancanaro",Underground astronauts: Understanding the sporting science of speleology and its implications for HCI,2021,International Journal of Human …,,,,,
21,"A Bradley, C MacArthur, M Hancock, ...",Gendered or neutral? Considering the language of HCI,2015,Proceedings of the …,,,,,
3,"S Milanizadeh, J Safaie",EOG-based HCI system for quadcopter navigation,2020,IEEE Transactions on Instrumentation …,,,,,
11,MS Bascil,A new approach on HCI extracting conscious jaw movements based on EEG signals using machine learnings,2018,Journal of medical systems,,,,,
19,"T Nyström, MM Mustaquim",Sustainable information system design and the role of sustainable HCI,2014,… of the 18th International Academic MindTrek …,,,,,
22,"K Arai, R Mardiyanto",Eye-based HCI with full specification of mouse and keyboard using pupil knowledge in the gaze estimation,2011,2011 Eighth International Conference …,,,,,
20,"M Wrzesien, JM Burkhardt, M Alcañiz Raya, ...",Mixing psychology and HCI in evaluation of augmented reality mental health technology,2011,CHI'11 Extended …,,,,,
6,"O St-Cyr, CM MacDonald, EF Churchill",EduCHI 2019 Symposium: Global Perspectives on HCI Education,2019,… of the 2019 CHI Conference on …,,,,,
12,"AM Bustamante Duarte, N Brendel, A Degbelo, ...",Participatory design and participatory research: An HCI case study with young forced migrants,2018,ACM Transactions on …,,,,,
36,"P Kotzé, K Renaud, K Koukouletsos, B Khazaei, ...","Patterns, anti-patterns and guidelines–effective aids to teaching HCI principles",2006,… and innovation in HCI …,,,,,
4,"L Williams, GR Hayes, Y Guo, A Rahmani, ...",HCI and mHealth wearable tech: A multidisciplinary research challenge,2020,Extended Abstracts of the …,,,,,
5,"Z Hejazizadeh, A Karbalaee, SA Hosseini, ...",Comparison of the holiday climate index (HCI) and the tourism climate index (TCI) in desert regions and Makran coasts of Iran,2019,Arabian Journal of …,,,,,
22,"O Arazy, O Nov, N Kumar","Personalityzation: UI personalization, theoretical grounding in HCI and design research",2015,AIS Transactions on Human-Computer …,,,,,
36,"A Nijholt, JBF Van Erp, DKJ Heylen",BrainGain: BCI for HCI and Games,2008,"… of Ideas, The Society for the …",,,,,
50,NO Bernsen,Defining a taxonomy of output modalities from an HCI perspective,1997,Computer Standards & Interfaces,,,,,
24,"T Ishigaki, R Tsuchiya, Y Morita, ...",Effects of device structure and back biasing on HCI and NBTI in silicon-on-thin-BOX (SOTB) CMOSFET,2011,IEEE Transactions on …,,,,,
2,A Dix,Statistics for HCI: Making Sense of Quantitative Data,2020,Synthesis Lectures on Human-Centered Informatics,,,,,
7,"R Talhouk, K Aal, A Weibert, M Krüger, V Wulf, ...",Refugees & HCI SIG: Situating HCI Within Humanitarian Research,2019,Extended Abstracts of …,,,,,
41,"D Boyarski, R Buchanan",Computers and communication design: Exploring the rhetoric of HCI,1994,Interactions,,,,,
31,G Lindgaard,"Notions of thoroughness, efficiency, and validity: Are they valid in HCI practice?",2006,International journal of industrial ergonomics,,,,,
18,"E Freeman, G Wilson, DB Vo, A Ng, I Politis, ...","Multimodal feedback in HCI: haptics, non-speech audio, and their applications",2017,The Handbook of …,,,,,
23,"A Edwards, P Wright, H Petrie",HCI education: We are failing–why,2006,… of HCI Educators Workshop'2006,,,,,
25,B Shneiderman,Technology-mediated social participation: the next 25 years of HCI challenges,2011,International Conference on Human-Computer …,,,,,
36,GL Kovacs,Treatment of waste hci pickle liquor,1972,"US Patent 3,682,592",,,,,
16,"V Khovanskaya, EPS Baumer, P Sengers",Double binds and double blinds: evaluation tactics in critically oriented HCI,2015,Proceedings of The Fifth …,,,,,
22,"DM Frohlich, R Sarvas",HCI and innovation,2011,CHI'11 Extended Abstracts on Human Factors …,,,,,
20,"HA Schaeffer, M Stengel, J Mecha",Dealkalization of glass surfaces utilizing HCI gas,1986,Journal of non-crystalline solids,,,,,
10,"M Koelle, T Olsson, R Mitchell, J Williamson, S Boll",What is (un) acceptable? Thoughts on social acceptability in HCI research,2019,Interactions,,,,,
15,"M Greis, J Hullman, M Correll, M Kay, ...",Designing for uncertainty in hci: When does uncertainty help?,2017,Proceedings of the 2017 …,,,,,
24,"J Anacleto, S Fels",Adoption and appropriation: A design process from HCI research at a Brazilian neurological hospital,2013,IFIP Conference on Human-Computer Interaction,,,,,
58,"GC Allred, EM Woolley","Heat capacities of aqueous HCI, NaOH, and NaCl at 283.15, 298.15 and 313.15 K: ΔC° p for ionization of water",1981,The Journal of Chemical Thermodynamics,,,,,
16,I Mulder,A pedagogical framework and a transdisciplinary design approach to innovate HCI education.,2015,IxD&A,,,,,
36,"B Rajakumar, E Arunan","Ab initio, DFT and transition state theory calculations on 1, 2-HF, HCI and CIF elimination reactions from CH 2 F–CH 2 Cl",2003,Physical Chemistry Chemical Physics,,,,,
42,"M Blythe, A Monk",Net Neighbours: adapting HCI methods to cross the digital divide,2005,Interacting with computers,,,,,
20,"H Ekbia, B Nardi",The political economy of computing: The elephant in the HCI room,2015,Interactions,,,,,
19,"F Li, HV Jagadish","Usability, Databases, and HCI.",2012,IEEE Data Eng. Bull.,,,,,
23,"A Lopes, AB Marques, SDJ Barbosa, ...",Evaluating HCI Design with Interaction Modeling and Mockups,2015,of the 17th International …,,,,,
11,"Z Jordan, JA Nocera, A Peters, S Dray, ...",A living HCI curriculum,2016,Proceedings of the First …,,,,,
24,"JM Litch, M Encarnacion, S Chen, ...",Use of the polymeric matrix as internal standard for quantitation of in vivo delivery of tetracycline HCI from Actisite® tetracycline fiber during periodontal treatment,1996,Journal of …,,,,,
27,"T Erickson, DW McDonald",HCI Remixed: Reflections on Works That Have Influenced the HCI Community,2007,,,,,,
7,"A Strohmayer, C MacArthur, V Spors, M Muller, ...",CHInclusion: Working toward a more inclusive HCI community,2019,Extended Abstracts of …,,,,,
11,M Obrist,Mastering the senses in HCI: Towards multisensory interfaces,2017,Proceedings of the 12th Biannual Conference on …,,,,,
17,"RR Itkarkar, AV Nandi",A survey of 2D and 3D imaging used in hand gesture recognition for human-computer interaction (HCI),2016,2016 IEEE International WIE …,,,,,
32,"P Mutombo, N Hackerman",The effect of some organophosphorus compounds on the corrosion behaviour of iron in 6 M HCI,1998,Anti-Corrosion Methods and Materials,,,,,
47,"TRG Green, SP Davies, DJ Gilmore",Delivering cognitive psychology to HCI: the problems of common language and of knowledge transfer,1996,Interacting with Computers,,,,,
20,M Muller,Feminism asks the “Who” questions in HCI,2011,Interacting with Computers,,,,,
6,"S Ashby, J Hanna, S Matos, C Nash, ...",Fourth-Wave HCI Meets the 21st Century Manifesto,2019,… of the Halfway to the Future …,,,,,
28,"DD Schmorrow, IV Estabrooke, M Grootjen","… Augmented Cognition. Neuroergonomics and Operational Neuroscience: 5th International Conference, FAC 2009, Held as Part of HCI International 2009 San …",2009,,,,,,
37,"B Hartfield, T Winograd, J Bennett",Learning HCI design: Mentoring project groups in a course on human-computer interaction,1992,ACM SIGCSE Bulletin,,,,,
40,"A Zimmerman, BA Nardi","Whither or whether HCI: requirements analysis for multi-sited, multi-user cyberinfrastructures",2006,CHI'06 Extended abstracts on human factors in …,,,,,
16,"JA Koepfler, L Stark, P Dourish, P Sengers, ...",Values & design in HCI education,2014,CHI'14 Extended …,,,,,
33,"SB Shum, N Hammond",Transferring HCI Modelling and Design Techniques to Practitioners: A Framework and Empirical Work.,1994,BCS HCI,,,,,
17,"S Prost, J Schrammel, M Tscheligi",'Sometimes it's the weather's fault' sustainable HCI & political activism,2014,CHI'14 Extended Abstracts on …,,,,,
27,"OMIE Sucar, SH Aviles, ...",From HCI to HRI-usability inspection in multimodal human-robot interactions,2003,The 12th IEEE …,,,,,
17,"GW Young, D Murphy",Hci models for digital musical instruments: Methodologies for rigorous testing of digital musical instruments,2020,arXiv preprint arXiv:2010.01328,,,,,
18,"S Green, J Heer, CD Manning",Natural language translation at the intersection of AI and HCI,2015,Communications of the ACM,,,,,
18,"T Carey, D McKerlie, J Wilson",HCI design rationales as a learning resource,2020,Design Rationale,,,,,
3,"C Peifer, A Kluge, N Rummel, D Kolossa",Fostering flow experience in HCI to enhance and allocate human energy,2020,International Conference on …,,,,,
17,B ShneIderman,"Claiming success, charting the future: micro-HCI and macro-HCI",2011,interactions,,,,,
3,"CE Smith, E Nevarez, H Zhu","Disseminating Research News in HCI: Perceived Hazards, How-To's, and Opportunities for Innovation",2020,Proceedings of the 2020 CHI Conference …,,,,,
27,"G Mancero, W Wong, P Amaldi",Looking but not seeing: implications for HCI,2007,… of the 14th European conference on …,,,,,
29,DL Mckay,Method for removing water and hydrocarbons from gaseous hci,1968,"US Patent 3,400,512",,,,,
23,"C Rusu, V Rusu, S Roncagliolo",Usability practice: the appealing way to HCI,2008,First International Conference …,,,,,
17,"S Bakker, D Hausen, T Selker",Peripheral Interaction: Challenges and Opportunities for HCI in the Periphery of Attention,2016,,,,,,
15,"E Blevis, S Bødker, J Flach, J Forlizzi, H Jung, ...","Ecological perspectives in HCI: Promise, problems, and potential",2015,Proceedings of the 33rd …,,,,,
24,"I Gasparini, MS Pimenta, JPM De Oliveira",Vive la différence! a survey of cultural-aware issues in HCI,2011,Proceedings of the 10th …,,,,,
60,"HL Chen, JC Stephenson, CB Moore",Laser-excited vibrational fluorescence of HCI and the HCI CO2 laser,1968,Chemical Physics Letters,,,,,
25,"H Koppelman, B van Dijk",Creating a realistic context for team projects in HCI,2006,ACM SIGCSE Bulletin,,,,,
19,"S Brahnam, M Karanikas, ...",(Un) dressing the interface: Exposing the foundational HCI metaphor “computer is woman”,2011,Interacting with Computers,,,,,
22,Ž Obrenović,Rethinking HCI education: teaching interactive computing concepts based on the experiential learning paradigm,2012,interactions,,,,,
28,M Rauterberg,HCI as an engineering discipline: to be or not to be!?,2006,African Journal of Information & …,,,,,
23,"YC Ham, Y Shi",Developing a smart camera for gesture recognition in HCI applications,2009,2009 IEEE 13th International Symposium on …,,,,,
1,"A Lakehal, S Lepreux, L Letalle, ...",From wayfinding model to future context-based adaptation of HCI in Urban Mobility for pedestrians with active navigation needs,2021,International Journal of …,,,,,
25,"UB Sangiorgi, SDJ Barbosa",Molic designer: towards computational support to hci design with molic,2009,Proceedings of the 1st ACM SIGCHI …,,,,,
51,"NA Tobey, SP Reddy, TO Keku, EJ Cragoe Jr, ...",Mechanisms of HCI-induced lowering of intracellular pH in rabbit esophageal epithelial cells,1993,Gastroenterology,,,,,
24,"H Hedberg, N Iivari",Integrating HCI specialists into open source software development projects,2009,IFIP International Conference on Open Source …,,,,,
26,C Lewis,HCI for people with cognitive disabilities,2005,ACM SIGACCESS accessibility and computing,,,,,
22,"M Vega-Barbas, I Pau, ML Martín-Ruiz, F Seoane",Adaptive software architecture based on confident HCI for the deployment of sensitive services in smart homes,2015,Sensors,,,,,
17,"CS de Souza, MCC Baranauskas, ...",HCI in Brazil: lessons learned and new perspectives,2008,Proceedings of the VIII …,,,,,
10,"O Bates, V Thomas, C Remy, LP Nathan, ...",The Future of HCI and Sustainability: Championing Environmental and Social Justice.,2018,Extended Abstracts of …,,,,,
12,"KL Chen, R Clarke, T Almeida, M Wood, ...",Situated dissemination through an HCI workplace,2017,Proceedings of the 2017 …,,,,,
20,"J Vertesi, S Lindtner, I Shklovski","Transnational HCI: humans, computers, and interactions in transnational contexts",2011,CHI'11 Extended Abstracts on Human …,,,,,
2,"A G. Pillai, A Baki Kocaballi, T Wah Leong, ...",Co-designing Resources for Ethics Education in HCI,2021,Extended Abstracts of …,,,,,
20,"A Panning, I Siegert, A Al-Hamadi, ...",Multimodal affect recognition in spontaneous hci environment,2012,2012 IEEE …,,,,,
18,"J Marshall, C Linehan, J Spence, ...",Throwaway citation of prior work creates risk of bad HCI research,2017,Proceedings of the …,,,,,
21,"C Bartneck, MJ Lyons",HCI and the face: Towards an art of the soluble,2007,International Conference on Human-computer …,,,,,
3,"T Granollers, J Muñoz-Arteaga, CA Collazos, ...",A year of HCI webinars in Latin America,2020,Interactions,,,,,
26,R Heimgärtner,A tool for getting cultural differences in HCI,2008,Human computer interaction: New developments,,,,,
14,"M Igarashi, K Takeuchi, T Okagaki, ...",An on-die digital aging monitor against HCI and xBTI in 16 nm Fin-FET bulk CMOS technology,2015,… 2015-41st European …,,,,,
19,YG Ji,ATLAS-an annotation tool for HCI data utilizing machine learning methods,2012,Advances in affective and pleasurable design,,,,,
20,"P Sengers, K Boehner, N Knouf",Sustainable HCI meets third wave HCI: 4 themes,2009,CHI 2009 workshop,,,,,
323,C Faulkner,The essence of human-computer interaction,1998,,,,,,
15,"B Knowles, AK Clear, S Mann, E Blevis, ...","Design patterns, principles, and strategies for sustainable HCI",2016,Proceedings of the …,,,,,
23,"K Arai, R Mardiyanto","Comparative study on blink detection and gaze estimation methods for hci, in particular, gabor filter utilized blink detection method",2011,2011 Eighth International Conference …,,,,,
9,"S Verbaan, C Aldington, R McNaney, ...",Potentials of HCI for prisons and incarcerated individuals,2018,Extended Abstracts of the …,,,,,
22,"A Seffah, M Taleb",Tracing the evolution of HCI patterns as an interaction design tool,2012,Innovations in Systems and Software Engineering,,,,,
16,A Marcus,The history of the future: sci-fi movies and HCI,2013,interactions,,,,,
19,"A Ioannou, C Vasiliou, P Zaphiris, T Arh, T Klobučar, ...",Creative multimodal learning environments and blended interaction for problem-based activity in HCI education,2015,TechTrends,,,,,
