Cites,Authors,Title,Year,Source
1,"V Mirabella, S Kimani, T Catarci",Recourse for guiding didactical creators in the development of accessible e-learning material,2004,Computer Human Interaction
1,"TR Beelders, P Blignaut, T McDonald…",Novice Word Processor User Performance with Pictorial and Text Icons,2008,… -Human Interaction
1,"A Hiyama, T Tanikawa, M Hirose",Hands-free input interface using mimetic muscle movements for wearable computer,2008,Computer-Human Interaction
1,"S Choi, S Kim, S Kim",Korean Web Site Usability for Disabled People,2008,Computer-Human Interaction
1,"SS Lee, YL Theng, DHL Goh, SSB Foo",Creative information seeking and interface design,2004,Computer Human Interaction
1,C Sas,User model of navigation,2004,Computer Human Interaction
1,"M McGavin, J Noble, R Biddle, J Brown",Towards a general model for assisting navigation,2004,Computer Human Interaction
1,PJ Patsula,A tripartite framework for working memory processes,2004,Computer Human Interaction
1,"Y Choi, S Howard, B Dave",The secret life of domestic objects,2005,… conference on Computer-Human Interaction …
1,SA Moyle,Parallel processes and situation awareness display design,2005,… Australia conference on Computer-Human Interaction: …
1,"B Bongers, S Smith",Interactivated rehabilitation device,2010,… Conference of the Computer-Human Interaction …
1,"D Kera, C Graham",Collective sensor networks and future communities: designing interaction across multiple scales,2010,… Conference of the Computer-Human Interaction …
1,"KL Jensen, R Krishnasamy, V Selvadurai",Studying PH. ANTOM in the wild: a pervasive persuasive game for daily physical activity,2010,… Computer-Human Interaction …
1,"M Tomitsch, N Singh, G Javadian",Using diaries for evaluating interactive products: the relevance of form and context,2010,… of the Computer-Human Interaction …
1,"DMG Hargreaves, T Robertson",Planning travel as everyday design,2010,… of the Computer-Human Interaction …
1,"M Connolly, C Lutteroth, B Plimmer",Document resizing for visually impaired students,2010,… of the Computer-Human Interaction …
1,"T Nugent, C Lueg",ReGroup: using location sharing to support distributed information gathering,2010,… 22nd Conference of the Computer-Human Interaction …
1,"K Cheng, C Müller-Tomfelde, N Ruiz",Interactive tabletops with non-interactive rims,2010,… the Computer-Human Interaction …
1,"J Li, C Müller-Tomfelde, A Hyatt",Supporting collaborations across a biocontainment barrier,2010,… of the Computer-Human Interaction …
1,M Bilandzic,The embodied hybrid space: designing ubiquitous computing towards an amplification of situated real world experiences,2010,… 22nd Conference of the Computer-Human Interaction …
1,"N Seneviratne, B Plimmer",Improving stylus interaction for eMedical forms,2010,… of Australia on Computer-Human Interaction
1,"CL Lee, D Lee, YM Cheng, LC Chen…",On the implications of sense of control over bicycling: design of a physical stamina-aware bike,2010,… -Human Interaction …
1,T Connolly,Reflections from a Judgment and Decision Making Perspective,2006,… Human-Computer Interaction: Methods and Models …
1,"LE Potter, J Korte, S Nielsen",Seek and Sign: An early experience of the joys and challenges of software design with young Deaf children,2011,… Australian Computer-Human Interaction …
1,"K Kinley, D Tjondronegoro, H Partridge…",Human-computer interaction: the impact of users' cognitive styles on query reformulation behaviour during web searching,2012,… -Human Interaction …
1,"V Gkatzidou, E Pearson, S Green…",Widgets to support disabled learners: a challenge to participatory inclusive design,2011,… -Human Interaction …
1,"S Tian, G Weber, C Lutteroth",A tuplespace event model for mashups,2011,… Australian Computer-Human Interaction …
1,"JR Octavia, K Coninx, P Feys",As I am not you: accommodating user diversity through adaptive rehabilitation training for multiple sclerosis patients,2012,… Australian Computer-Human Interaction …
1,"S Hickey, M Pakanen, L Arhippainen",A 3D UI for service multitasking in a 3D city map,2012,… Computer-Human Interaction …
1,"V Farrell, G Farrell, K Von Baggo…",Courtroom evidence presentation technology: overcoming traditional barriers,2011,… -Human Interaction …
1,"P Lyle, C Lueg, T Nugent",Multi-cursor multi-user mobile interaction with a large shared display,2012,… 24th Australian Computer-Human Interaction …
1,"J Waycott, S Pedell, F Vetere, E Ozanne…",Actively engaging older adults in the development and evaluation of tablet technology,2012,… -Human Interaction …
1,"D Dumbrell, R Steele",What are the characteristics of highly disseminated public health-related tweets?,2012,… the 24th Australian Computer-Human Interaction …
1,"T Walsh, P Nurkka, T Koponen, J Varsaluoma…",Collecting cross-cultural user data with internationalized storyboard survey,2011,… -Human Interaction …
1,"A Håkansson, L Oestreicher",Dynamic libraries as a means for the management of information browsing in networks,2000,… on Computer-Human Interaction
1,"L Hespanhol, MC Sogono, G Wu, R Saunders…",Elastic experiences: designing adaptive interaction for individuals and crowds in the public space,2011,… -Human Interaction …
1,"S White, P Morozov, S Feiner",Imaging for Insight: Site Visit by Situated Visualization,2007,ACM Computer/Human Interaction
1,"G Melles, EM Jakobs",Testing the integration of smartphone-enabled ethnography with design,2012,… the 24th Australian Computer-Human Interaction …
1,"P Wyeth, M McEwan, P Roe, I MacColl",Expressive interactions: Tablet usability for young mobile learners,2011,… Computer-Human Interaction …
1,"R Vutborg, J Kjeldskov, J Paay, S Pedell…",Supporting young children's communication with adult relatives across time zones,2011,… -Human Interaction …
1,"I Posch, G Fitzpatrick",First steps in the FabLab: experiences engaging children,2012,… the 24th Australian Computer-Human Interaction …
1,"R Beale, A Dearden, S Dray, A Jackson…","Human-computer interaction for development (HCI4D): who, what, where, when and how",2009,… human interaction ( …
1,"J Seevinck, EA Edmonds, L Candy",Emergent participant interaction,2012,… Computer-Human Interaction …
1,"J Bonner, CJ Woodward",On domain-specific decision support systems for e-sports strategy games,2012,… 24th Australian Computer-Human Interaction …
1,"K Barclay, D Wei, C Lutteroth, R Sheehan",A quantitative quality model for gesture based user interfaces,2011,… Computer-Human Interaction …
1,"RA Khot, P Kumaraguru, K Srinathan",WYSWYE: shoulder surfing defense for recognition based graphical passwords,2012,… Computer-Human Interaction …
1,"E Abdul Rahim, A Duenser, M Billinghurst…",A desktop virtual reality application for chemical and process engineering education,2012,… -Human Interaction …
1,"W Huang, C James, L Alem…",A scenario-and observation-based requirement analysis for delivery of remote mining services,2012,… -Human Interaction …
1,"S Heo, G Lee",ForceDrag: using pressure as a touch input modifier,2012,… of the 24th Australian Computer-Human Interaction …
1,"J Tsimeris, T Gedeon, M Broughton",Using magnetic forces to convey state information: an exploration of a haptic technology,2012,… Computer-Human Interaction …
1,"J Liang, J Hua, ML Huang, QV Nguyen…",Rectangle orientation in area judgment task for treemap design,2012,… -Human Interaction …
1,"S Nilsson, M Arvola, A Szczepanski…",Exploring place and direction: mobile augmented reality in the Astrid Lindgren landscape,2012,… -Human Interaction …
1,"P Buttfield-Addison, C Lueg, L Ellis…","Everything goes into or out of the iPad: the iPad, information scraps and personal information management",2012,… -Human Interaction …
1,"B Bongers, A Mery",Interactive kaleidoscope: audience participation study,2011,… of the 23rd Australian Computer-Human Interaction …
1,"A Bruun, J Stage",Training software development practitioners in usability testing: an assessment acceptance and prioritization,2012,… of the 24th Australian Computer-Human Interaction …
0,P Ocenasek,A Proxy-Based System for Translation of Internet Content into Specific Form,2008,Computer-Human Interaction
0,MA Zahariev,Multimodal cues for object manipulation in augmented and virtual environments,2004,Computer Human Interaction
0,"M Miura, B Shizuki, J Tanaka",inlineLink: Realization of inline expansion link methods on a conventional web browser,2004,Computer Human Interaction
0,"M Verhaart, J Jamieson","Collecting, organizing, and managing non-contextualised data by using MVML to develop a Human-Computer Interface",2004,Computer Human Interaction
0,"B Kane, S Luz",A study of the impact of collaborative tools on the effectiveness of Clinical Pathology Conferences,2004,Computer Human Interaction
0,"K Kotani, Y Imae, T Asao, K Horii",Accuracy of Velocity Perception Generated by Tactile Apparent Motion,2008,Computer-Human Interaction
0,"P Lyons, C Phillips, E Kemp, J Alam",NetWorker: a practical web-based tool to support the Collect-Compare-Choose cycle,2004,Computer Human Interaction
0,"B Shizuki, K Iizuka, J Tanaka",Framework for interpreting handwritten strokes using grammars,2004,Computer Human Interaction
0,"M Obayashi, H Nishiyama, F Mizoguchi",Design of information visualization of ubiquitous environment for a wearable display,2004,Computer Human Interaction
0,"J Park, H Lee, P Park, D Shin",Development of a WS-ECA Rule Management System for a Healthcare Robot,2008,Computer-Human Interaction
0,EG Todd,Using patterns to guide user Interface development,2004,Computer Human Interaction
0,"C Ma, H Wang, D Teng, G Dai",Design and Analysis of Conceptual Sketches Based on Context Awareness,2008,Computer-Human Interaction
0,"S Iga, S Ohno",Our ubiquitous Computing Home inside: A practical approach emerging into house and Home,2004,Computer Human Interaction
0,"YH Lee, WY Chen, YC Su",Muscle loadings while using finger as input device,2008,Computer-Human Interaction
0,SS Lee,Creative interface design for information seeking,2004,Computer Human Interaction
0,"V Shakhov, H Choo",Denial of Sleeping: Performance Analysis and Counteracting Strategy,2008,Computer-Human Interaction
0,"K von Baggo, L Johnston, O Burmeister…",Common Industry Format: Meeting educational objectives and student needs?,2004,… Human Interaction
0,"MC Park, JY Son",Design of 3D Mobile Phones and Application for Visual Communication,2008,Computer-Human Interaction
0,"CK Cho, M Jung, CW Lee, S Bahn, MH Yun",A New Framework on Measuring Customer Perceived Value in Service Interface Design,2008,Computer-Human Interaction
0,"K Asai, N Osawa, YY Sugimoto, K Kondo",Operation-support system for transportable earth station using augmented reality,2004,Computer Human Interaction
0,W Smith,The misrepresentation of use in technology demonstrations,2004,Computer Human Interaction
0,"EAM Khoo, KY Lim","Verifying the field of view afforded to the pilot due to cockpit design, stature, and aerodrome design parameters",2004,Computer Human Interaction
0,"DKS Su, VSY Yee",A Comparative Evaluation of User Preferences for Mobile Chat Usable Interface,2008,Computer-Human Interaction
0,"D Singh, M Nataraj, R Mugridge",ViewPoint: A Zoomable User Interface for Integrating Expressive Systems,2004,Computer Human Interaction
0,"J Higuchi, S Takahashi, J Tanaka",A Technique for Displaying Presence Information on a Live Camera Image Using 3-D Mask Objects,2008,Computer-Human Interaction
0,"SA Elegbede, MA Rahman, IA Adeleke",Users' Perception and Usability Study of a Parser for Headings,2008,Computer-Human Interaction
0,"CJ Pilgrim, G Lindgaard, YK Leung",Factors influencing user selection of WWW Sitemaps,2004,Computer Human Interaction
0,"RR Miller, SP Overmyer",Connecting the user view with the system view of requirements,2004,Computer Human Interaction
0,"T Sugawara, S Kurihara, S Aoyagi, K Sato…",An implementation for capturing clickable moving objects,2004,… Human Interaction
0,"I Shin, M Kim, H Choo",On Generating Backbone Trees through Robust Multi-hop Clusters in Wireless Sensor Networks,2008,Computer-Human Interaction
0,"S Sato, E Shibayama, S Takahashi",An interface for input the object region using the hand chroma key,2004,Computer Human Interaction
0,"H Ishii, M Kobayashi",ClearBoard: A seamless Medium for Sharing Drawing and Conversation with eye contact,1992,Computer Human Interaction
0,"A Mullane, S Balbo",DIANEnx: Modelling Exploration in the Web Context,2004,Computer Human Interaction
0,C Francis,Designers Search Strategies Influenced by the Interaction with Information Retrieval Systems (IRS): Within the Early Stages of the Design Process,2004,Computer Human Interaction
0,"SJ Park, YM Kang, HR Choi, SG Hong…",Development of Image and Color Evaluation Algorithm for the Web Accessibility Evaluation Tools,2008,… -Human Interaction
0,"H Touyama, M Hirose",The Use of Photo Retrieval for EEG-Based Personal Identification,2008,Computer-Human Interaction
0,"DS Lee, DJ Kim, US Byun",Designing Explorable Interaction Based on Users' Knowledge: A Case Study on a Multi-functional Printer Application,2004,Computer Human Interaction
0,"K Tanaka, T Yamaoka",Extracting the Components of Elderly People's Capacity in Electrical Appliances and Grasping Relationship with the Components,2008,Computer-Human Interaction
0,"YB Salman, KH Lee, Y Kim, HI Cheng…",Development of Interactive Map-Based Tour Information System for Busan,2008,… -Human Interaction
0,"TY Tang, HKN Leung",A Study of a Loosely-Coupled Groupware System for Supporting Collaboration and Coordination,2008,Computer-Human Interaction
0,"S Sunny, YK Choong",A prototyping framework for mobile text entry research,2004,Computer Human Interaction
0,R Green,Extending the perceptual User interface to recognise Movement,2004,Computer Human Interaction
0,JM Kim,The Impact of Multimedia Extensions for Multimedia Applications on Mobile Computing Systems,2008,Computer-Human Interaction
0,"K Nishimura, T Tanikawa, M Hirose",Human Genome Data Visualization Using a Wall Type Display,2008,Computer-Human Interaction
0,J Agg,OZCHI 2005: doctoral consortium submission,2005,… Australia conference on Computer-Human Interaction: …
0,M McElhaw,Seeing eye to eye with your customers,2005,… Australia conference on Computer-Human Interaction: …
0,S Nichol,Creative geeks..?: facilitating the creative growth of computer science students using engaging environments,2005,… Australia conference on Computer-Human Interaction: …
0,"M Bauer, G Laycock, R Percival, S Morris",Servicing the HCI needs of large organisations,2005,… Computer-Human Interaction …
0,"TA Au, K Tang, C Copas",Work domain modelling for an operational headquarters,2005,… conference on Computer-Human Interaction: …
0,"J Moyes, J Buur, C Jarrett, P Ehn, S Howard…",Book smarts meet street smarts: the best of both worlds,2005,… -Human Interaction: …
0,P Julian,OZCHI industry case studies,2005,… Australia conference on Computer-Human Interaction: …
0,"G More, J Yuille, L Padgham, A Sahani…",The space and sound of intelligent information environments,2005,… -Human Interaction: …
0,"NLS Roy, A Saliba",Analysing structure within tasks in user-centred design,2005,… conference on Computer-Human Interaction: …
0,G Fitzpatrick,Evolving HCI... from where to where?,2005,… Australia conference on Computer-Human Interaction: …
0,"F Loewenich, F Maire",Dawn explorer: a framework for multimodal accessibility to computer systems,2005,… conference on Computer-Human Interaction: …
0,C Jarrett,Proposal outline for a case study session at OZCHI 2005,2005,… Australia conference on Computer-Human Interaction: …
0,K Holtzblatt,Innovating organizational processes: a practical approach,2005,… Australia conference on Computer-Human Interaction: …
0,"S Pedell, W Smith",Relating context to interface: an evaluation of picture scenarios,2005,… conference on Computer-Human Interaction: …
0,S Hall,Case study for OZCHI 2005,2005,… Australia conference on Computer-Human Interaction: …
0,RBK Brown,OZCHI 2005 doctoral consortium application,2005,… Australia conference on Computer-Human Interaction: …
0,A Kamaruddin,Searching in public versus re-finding in private: are they the same?,2005,… Australia conference on Computer-Human Interaction: …
0,J Meek,Of anthropoids and instructional designers,2005,… Australia conference on Computer-Human Interaction: …
0,J Moyes,Proposal for case study: OZCHI 2005 conference,2005,… Australia conference on Computer-Human Interaction: …
0,"R Iannella, A Finden, L Sitbon",User interface design for social web theme and opinion analysis,2010,… of the Computer-Human Interaction …
0,"J Pearce, J Murphy",Living on the hedge: creating an online smart garden watering community,2010,… Conference of the Computer-Human Interaction …
0,"C Marmo, B Cartwright, J Yuille",Geovisualisation: Sense-making and knowledge discovery with location-based data,2010,… of the Computer-Human Interaction …
0,S Cronholm,Communicative criteria for usability evaluation: experiences from analysing an e-service,2010,… 22nd Conference of the Computer-Human Interaction …
0,Z Fitz-Walter,OZCHI 2010 Doctorial Consortium application,2010,… 22nd Conference of the Computer-Human Interaction …
0,J Mori,Memorialising day-to-day content: bushfire affected communities,2010,… 22nd Conference of the Computer-Human Interaction …
0,P Dalsgaard,Aligning research and external stakeholder agendas in collaborative interaction design projects,2010,… 22nd Conference of the Computer-Human Interaction …
0,A Dekker,Social software and interactions in web design: an in situ exploration of tools & methods to support designer-client communication,2010,… 22nd Conference of the Computer-Human Interaction …
0,"X Chen, Y Liu, X Wang",Designing for mobility: using a mixed ideation approach for mobile service concept,2010,… Conference of the Computer-Human Interaction …
0,"D Zhu, T Gedeon, K Taylor",Head or gaze?: controlling remote camera for hands-busy tasks in teleoperation: a comparison,2010,… of Australia on Computer-Human Interaction
0,"P Burns, MJ D'Orazio, H Rolf",Re-encountering space through 1-bit interactions,2010,… of the Computer-Human Interaction …
0,"F Palmer, E O'Neill",Interpreting technology-mediated identity: perception of social intention and meaning in Bluetooth names,2010,… Conference of the Computer-Human Interaction …
0,"M Bodén, S Viller, S Dole",Spelling Bug: benefits of using adaptive technology for training spelling in primary school classrooms,2010,… of Australia on Computer-Human Interaction
0,"A Dulyan, E Edmonds",AUXie: initial evaluation of a blind-accessible virtual museum tour,2010,… Conference of the Computer-Human Interaction …
0,"D Vine, L Buys",The lived world of older urban Australians: relating everyday living to GPS tracking data,2010,… 22nd Conference of the Computer-Human Interaction …
0,H Väätäjä,User experience of smart phones in mobile journalism: early findings on influence of professional role,2010,… 22nd Conference of the Computer-Human Interaction …
0,"B Isai, S Viller","Meet Eater: affectionate computing, social networks and human-plant interaction",2010,… 22nd Conference of the Computer-Human Interaction …
0,K Røed,Heterogeneities and complexities in IS design: still a need to juxtapose organizational elements and design related ideas?,2010,… 22nd Conference of the Computer-Human Interaction …
0,"K Goodwin, F Vetere, G Kennedy",Being there with others: copresence and technologies for informal interaction,2010,… of the Computer-Human Interaction …
0,"P Radford, A Linton, I Welch","Event log messages as a human interface, or, do you pine for the days when men were men and wrote their own device drivers?",2010,… of the Computer-Human Interaction …
0,J Li,Designing interaction spaces for distributed collaborations,2010,… 22nd Conference of the Computer-Human Interaction …
0,"B Bille, H Korsgaard",Labyrinth within: emergence through documentation,2010,… Conference of the Computer-Human Interaction …
0,AR Brown,Visualizing digital media interactions: providing feedback on jam2jam AV performances,2010,… 22nd Conference of the Computer-Human Interaction …
0,"D Jung, S Jones",Interactive definition of single-user profiles for alerting systems,2010,… 22nd Conference of the Computer-Human Interaction …
0,"LCJ Tseng, D Tjondronegoro",Effect of topic domain and task type on web image searching,2010,… of the Computer-Human Interaction …
0,"D Ku, J Pearce, W Smith",Can traditional HCI principles be applied to computing technology in learning contexts?,2010,… of Australia on Computer-Human Interaction
0,SH Mirisaee,A human-centred context-aware approach to develop open-standard agile ridesharing using mobile social networks,2010,… 22nd Conference of the Computer-Human Interaction …
0,"T Chahine, C Chau, H Weng, R Yambe…",Footsteps: an urban game to encourage social interaction in networked spaces,2010,… -Human Interaction …
0,"J Yuille, Y Akama, H Macdonald, N Stewart…",Dialogic Shifts: The rhythm and sequence of artefacts in aesthetically informed interaction design practice,2010,… -Human Interaction …
0,"EF Churchill, O Gooen, DA Shamma",Augmented ethnography: designing a sensor-based toolkit for ethnographers,2010,… the Computer-Human Interaction …
0,"M Omata, K Ogasawara, A Imamiya",A project restarting support system using the historical log of a user's window usage,2010,… the Computer-Human Interaction …
0,"J Nielsen, M Bødker",The elephant in the room: ambiguity and temporary closure in a design process,2010,… Conference of the Computer-Human Interaction …
0,"SA Viller, B Kraal",Proceedings of the 22nd Conference of the Computer-Human Interaction Special Interest Group of Australia on Computer-Human Interaction,2010,… of the Computer-Human Interaction …
0,"PJ Treffner, A Petersen, R Barrett","Affordances, attention, and mobile phone use during driving",2003,… the Computer-Human Interaction …
0,Y No,13V.,1998,"1998 Asia-Pacific Computer and Human Interaction, …"
0,SM Casner,Understanding the Determinants of Adaptive Behavior in a Modern Airline Cockpit,2006,… Human-Computer Interaction: Methods and Models …
0,"J Anderson, DA ADA","Boldface page numbers indicate that the topic is mentioned in a table or figure. AAWC (Anti-Air Warfare Coordinator) described, 29 in GBPC analysis, 141, …",2006,… and Human-Computer Interaction: …
0,"V Bryant, WL Buff, B Bulfer, S Bullock…","Ericsson, KA, 256 Erzberger, H., 211",2006,… Computer Interaction …
0,"Y Seong, AM Bisantz, GJ Gattie","Trust, Automation, and Feedback",2006,… Human-Computer Interaction: …
0,"PD Jha, AM Bisantz",Applying the Multivariate Lens Model to Fault Diagnosis,2006,… and Human-Computer Interaction: …
0,"K Henricksen, S Viller",Design of software to support families with food-allergic and food-intolerant children,2012,… the 24th Australian Computer-Human Interaction …
0,"A Mathur, A Majumder, S Datta, S Menon…",LifeView: a lifelog visualization tool for supporting sentimental recall and sharing,2012,… -Human Interaction …
0,"G Farrell, V Farrell",Application of domain specific heuristics to an innovative computer based assessment strategy,2012,… of the 24th Australian Computer-Human Interaction …
0,"K Jeong, J Shim, T Han",Prototype of learning tool with augmented reality and natural hand interaction using depth sensing camera,2012,… 24th Australian Computer-Human Interaction …
0,"C Chua, C Woodward",Presenting search results of meeting documents,2011,… the 23rd Australian Computer-Human Interaction …
0,"LE Potter, J Korte, S Nielsen",Sign my world: lessons learned from prototyping sessions with young deaf children,2012,… Australian Computer-Human Interaction …
0,"AE Milewski, P O'Sullivan",Information-seeking tools for global teams,2007,"… , ACM/Computer-Human Interaction …"
0,"E Fassbender, P de Souza",A low-cost 3 projector display system for pain reduction and improved patient recovery times,2012,… Australian Computer-Human Interaction …
0,"RT Tipping, V Farrell, CJ Woodward…",An analysis of courtroom evidence presentation technology requirements and current solutions,2012,… -Human Interaction …
0,"C Felstead, R Stockdale",A framework for service recipient inclusion in community IT projects,2012,… 24th Australian Computer-Human Interaction …
0,"K Treharne, DMW Powers, R Leibbrandt",Optimising visual and textual in search user interfaces,2012,… Computer-Human Interaction …
0,"AM Penkar, C Lutteroth, G Weber",Designing for the eye: design parameters for dwell in gaze interaction,2012,… Computer-Human Interaction …
0,"G Farrell, V Farrell",Online assessment: splitting the screen to be seen,2011,… of the 23rd Australian Computer-Human Interaction …
0,"G Lee, J Han, S Lee",A TV remote pointing device using LED directivity,2012,… the 24th Australian Computer-Human Interaction …
0,"G Papadopoulos, E Pearson, S Green",A provisional framework for supporting academics in accessible and inclusive e-materials development,2012,… Computer-Human Interaction …
0,"A Inthiran, SM Alhashmi, PK Ahmed",Investigating interactive search behaviour of medical students: an exploratory survey,2011,… Computer-Human Interaction …
0,"T Walsh, P Nurkka",Approaches to cross-cultural design: two case studies with UX web-surveys,2012,… of the 24th Australian Computer-Human Interaction …
0,"M Yatid, M Takatsuka",Awareness to improve interaction: design of distance learning environment,2011,… the 23rd Australian Computer-Human Interaction …
0,"K Gough, J Hamilton",Designing locative and social media technologies for community collaboration and social benefit: PetSearch,2012,… the 24th Australian Computer-Human Interaction …
0,"JS Dhillon, BC Wünsche, C Lutteroth",Evaluation of a social web-based telehealth system,2012,… Computer-Human Interaction …
0,"B Kraal, V Popovic, S Beaver",Emerging work practice with a telehealth stethoscope,2012,… Australian Computer-Human Interaction …
0,R Janols,Time does not heal usability issues!: results from a longitudinal evaluation of a health it deployment performed at three Swedish hospital units,2012,… of the 24th Australian Computer-Human Interaction …
0,"A Dünser, L Walker, H Horner, D Bentall",Creating interactive physics education books with augmented reality,2012,… Computer-Human Interaction …
0,"O Al-Shamaileh, A Sutcliffe",Investigating a multi-faceted view of user experience,2012,… Australian Computer-Human Interaction …
0,"A Rizzo, S Schutt, D Linegar",Imagine that: creating a'third space'for young people with high functioning autism through the use of technology in a social setting,2012,… Australian Computer-Human Interaction …
0,"W Doubé, J Beh",Typing over autocomplete: cognitive load in website use by older adults,2012,… of the 24th Australian Computer-Human Interaction …
0,"N Vanderschantz, C Timpany, A Hill",Children's reading of text on interactive whiteboards,2012,… Computer-Human Interaction …
0,"M Ford, P Wyeth, D Johnson",Self-determination theory as applied to the design of a software learning system using whole-body controls,2012,… Australian Computer-Human Interaction …
0,"F Güldenpfennig, W Reitberger…",Capturing rich media through media objects on smartphones,2012,… -Human Interaction …
0,C Schnmdt,AudioStreamer: Exploiting Simultaneity for Listening,1995,Computer-Human Interaction (CHI)
0,"M Yatid, M Takatsuka",Understanding the effectiveness of visual cues to support categorical notification,2012,… the 24th Australian Computer-Human Interaction …
0,"P Alzamora, QV Nguyen, S Simoff…",A novel 3D interactive visualization for medical data analysis,2012,… -Human Interaction …
0,"SS Pace, L Hoon, CJ Woodward",Simulated influence of user interaction with mobile devices amongst pedestrians,2012,… Computer-Human Interaction …
0,"C Teoh, H Regenbrecht, D O'Hare",How the other sees us: perceptions and control in videoconferencing,2012,… Computer-Human Interaction …
0,"S Nanayakkara, L Wyse, EA Taylor",The haptic chair as a speech training aid for the deaf,2012,… Computer-Human Interaction …
0,"Z Fitz-Walter, D Tjondronegoro, D Koh…",Mystery at the library: encouraging library exploration using a pervasive mobile game,2012,… -Human Interaction …
0,"F Güldenpfennig, W Reitberger…",Through two different lenses: a tool for new perspectives into context,2012,… -Human Interaction …
0,"MJ Willis, CM Jones",Emotishare: supporting emotion communication through ubiquitous technologies,2012,… the 24th Australian Computer-Human Interaction …
0,"MJ Willis, CE Dann, CM Jones, BJ Lowe…",Designing mobile information systems to support WIL experiences,2012,… -Human Interaction …
0,"S Hansen, T Robertson, L Wilson, H Thinyane…",Identifying stakeholder perspectives in a large collaborative project: an ICT4D case study,2011,… -Human Interaction …
0,"C Ong, K McGee",Good team-mates do more than help the team win: design factors that impact player concern about team-mate experience,2012,… of the 24th Australian Computer-Human Interaction …
0,"S Kim, J Yu, G Lee",Interaction techniques for unreachable objects on the touchscreen,2012,… of the 24th Australian Computer-Human Interaction …
0,"R Pathmanathan, J Pearce, J Kjeldskov…",Using mobile phones for promoting water conservation,2011,… -Human Interaction …
0,"J Pearce, S Chang, G Kennedy, RBW Ely…",Search and explore: more than one way to find what you want,2012,… -Human Interaction …
0,"C Deaker, D Jung, S Jones",Dynamic previews for building digital libraries,2012,… Australian Computer-Human Interaction …
0,"R Janols, B Göransson",Same system---different experiences: physicians' and nurses' experiences in using IT systems,2011,… 23rd Australian Computer-Human Interaction …
0,"C Ong, K McGee, TL Chuah",Closing the human-AI team-mate gap: how changes to displayed information impact player behavior towards computer teammates,2012,… Australian Computer-Human Interaction …
0,"S Bhattacharya, L Feldman",Igwana: a text-free search interface,2012,… Australian Computer-Human Interaction …
0,"C Müller-Tomfelde, K Cheng, J Li",Pseudo-direct touch: interaction for collaboration in large and high-resolution displays environments,2011,… Computer-Human Interaction …
0,"H Tobiasson, A Hedman, Y Sundblad",Design space and opportunities for physical movement participation in everyday life,2012,… Computer-Human Interaction …
0,"L Wyse, S Nanayakkara, N Mitani",Biases and interaction effects in gestural acquisition of auditory targets using a hand-held device,2011,… Computer-Human Interaction …
0,"M Henschke, D Hobbs, B Wilkinson",Developing serious games for children with cerebral palsy: case study and pilot trial,2012,… Computer-Human Interaction …
0,"A Giardina, R Vasa, FTC Tan",Impact of viral propagation on user interface design,2012,… Australian Computer-Human Interaction …
0,"J Han, G Lee",Exploration to design a cursor for indirect pen interfaces,2012,… of the 24th Australian Computer-Human Interaction …
0,C Jakobsen,Dolls as props representing users in design: physical qualities and their application,2012,… of the 24th Australian Computer-Human Interaction …
0,"D Martin, K Ellis",Playing the game: effective gender role analysis techniques for computer games,2011,… of the 23rd Australian Computer-Human Interaction …
0,"L Hoon, R Vasa, JG Schneider…",A preliminary analysis of vocabulary in mobile app user reviews,2012,… -Human Interaction …
0,"CL Law, P Roe, J Zhang",Using mobile technology and augmented reality to increase data reliability for environmental assessment,2012,… 24th Australian Computer-Human Interaction …
0,"S Neale, W Chinthammit, C Lueg, P Nixon",Natural interactions between augmented virtual objects,2011,… -Human Interaction …
0,EI Mansor,Evaluation of preschool children's fantasy play in the tabletop environment,2012,… of the 24th Australian Computer-Human Interaction …
0,"H Guo, D Tjondronegoro, P Roe",Mobile Q&A for enhancing online discussion,2012,… Computer-Human Interaction …
0,"Ö Subasi, G Fitzpatrick",HODI: a technique for visually capturing and preserving design rationale,2012,… 24th Australian Computer-Human Interaction …
0,"T Langlotz, M Zingerle, R Grasset…",AR Record&Replay: situated compositing of video content in mobile augmented reality,2012,… -Human Interaction …
0,"S Teräs, M Mäkelä",Service design determinants for user value design: online store case study,2012,… of the 24th Australian Computer-Human Interaction …
0,"SH Mirisaee, M Brereton, P Roe",Bridging the representation and interaction challenges of mobile context-aware computing: designing agile ridesharing,2011,… Computer-Human Interaction …
0,S Luojus,Integrating momentary and long-term UX: a theoretical approach,2012,… of the 24th Australian Computer-Human Interaction …
0,"G Chen, N Baghaei, A Sarrafzadeh, C Manford…",Designing games to educate diabetic children,2011,… -Human Interaction …
0,"R Vasa, L Hoon, K Mouzakis, A Noguchi",A preliminary analysis of mobile app user reviews,2012,… Computer-Human Interaction …
0,"A Ispas, S Schöni, MC Norrie",ARENO: ambient reminder notes,2012,… Australian Computer-Human Interaction …
0,"R Hooi, H Cho",Being immersed: avatar similarity and self-awareness,2012,… of the 24th Australian Computer-Human Interaction …
0,"C Timpany, N Vanderschantz, B Hallahan",Interacting with info-graphics in a print-based environment,2012,… Computer-Human Interaction …
0,"M Foth, Z Fitz-Walter, J Ti, R Russell-Bennett…",Please take out your phones: on the spot solicitation of student feedback in class,2012,… -Human Interaction …
